Line #,State abbreviation,State name,Congressional district, Citizen voting-age population Estimate , Citizen voting-age population Margin of error (MOE) , Less than 9th grade Estimate , Less than 9th grade Margin of error (MOE) , Less than 9th grade Percent of total , Less than 9th grade Percent of total margin of error (MOE) ," 9th to 12 Grade, no diploma Estimate "," 9th to 12 Grade, no diploma Margin of error (MOE) "," 9th to 12 Grade, no diploma Percent of total "," 9th to 12 Grade, no diploma Percent of total margin of error (MOE) ", High school graduate Estimate , High school graduate Margin of error (MOE) , High school graduate Percent of total , High school graduate Percent of total margin of error (MOE) ," Some college, no degree Estimate "," Some college, no degree Margin of error (MOE) "," Some college, no degree Percent of total "," Some college, no degree Percent of total margin of error (MOE) ", Associate's degree Estimate , Associate's degree Margin of error (MOE) , Associate's degree Percent of total , Associate's degree Percent of total margin of error (MOE) , Bachelor's degree Estimate , Bachelor's degree Margin of error (MOE) , Bachelor's degree Percent of total , Bachelor's degree Percent of total margin of error (MOE) , Graduate degree Estimate , Graduate degree Margin of error (MOE) , Graduate degree Percent of total , Graduate degree Percent of total margin of error (MOE) , High school or more Estimate , High school or more Margin of error (MOE) , High school or more Percent of total , High school or more Percent of total margin of error (MOE) , Bachelor's degree or more Estimate , Bachelor's degree or more Margin of error (MOE) , Bachelor's degree or more Percent of total , Bachelor's degree or more Percent of total margin of error (MOE) ,
342,PA,Pennsylvania,17," 559,285 "," 6,462 "," 5,903 "," 1,064 ", 1.1 , 0.2 ," 20,706 "," 2,330 ", 3.7 , 0.4 ," 159,016 "," 5,698 ", 28.4 , 1.0 ," 99,939 "," 4,548 ", 17.9 , 0.7 ," 56,259 "," 3,640 ", 10.1 , 0.6 ," 136,767 "," 4,371 ", 24.5 , 0.8 ," 80,695 "," 3,931 ", 14.4 , 0.7 ," 532,676 "," 6,951 ", 95.2 , 0.4 ," 217,462 "," 4,724 ", 38.9 , 0.9 ,
343,PA,Pennsylvania,18," 544,390 "," 6,168 "," 6,755 "," 1,247 ", 1.2 , 0.2 ," 25,046 "," 2,882 ", 4.6 , 0.5 ," 156,418 "," 5,395 ", 28.7 , 0.9 ," 107,772 "," 4,680 ", 19.8 , 0.8 ," 51,636 "," 2,894 ", 9.5 , 0.5 ," 117,979 "," 5,017 ", 21.7 , 0.9 ," 78,784 "," 3,882 ", 14.5 , 0.7 ," 512,589 "," 6,426 ", 94.2 , 0.6 ," 196,763 "," 5,932 ", 36.1 , 1.0 ,
344,RI,Rhode Island,1," 395,409 "," 6,058 "," 14,274 "," 1,924 ", 3.6 , 0.5 ," 29,304 "," 3,289 ", 7.4 , 0.8 ," 114,324 "," 7,124 ", 28.9 , 1.7 ," 82,383 "," 5,730 ", 20.8 , 1.4 ," 29,031 "," 2,435 ", 7.3 , 0.6 ," 75,455 "," 4,760 ", 19.1 , 1.2 ," 50,638 "," 4,087 ", 12.8 , 1.0 ," 351,831 "," 6,468 ", 89.0 , 1.0 ," 126,093 "," 6,604 ", 31.9 , 1.7 ,
345,RI,Rhode Island,2," 407,668 "," 6,982 "," 10,748 "," 2,299 ", 2.6 , 0.6 ," 20,558 "," 2,725 ", 5.0 , 0.7 ," 118,228 "," 5,605 ", 29.0 , 1.3 ," 87,561 "," 4,817 ", 21.5 , 1.1 ," 37,944 "," 3,311 ", 9.3 , 0.8 ," 80,864 "," 4,549 ", 19.8 , 1.0 ," 51,765 "," 4,302 ", 12.7 , 1.0 ," 376,362 "," 7,021 ", 92.3 , 0.8 ," 132,629 "," 6,262 ", 32.5 , 1.4 ,
346,SC,South Carolina,1," 613,912 "," 6,942 "," 8,402 "," 2,015 ", 1.4 , 0.3 ," 33,694 "," 3,601 ", 5.5 , 0.6 ," 147,261 "," 6,774 ", 24.0 , 1.0 ," 132,570 "," 6,254 ", 21.6 , 1.0 ," 56,738 "," 4,663 ", 9.2 , 0.7 ," 149,559 "," 5,657 ", 24.4 , 0.9 ," 85,688 "," 4,773 ", 14.0 , 0.8 ," 571,816 "," 7,698 ", 93.1 , 0.6 ," 235,247 "," 6,960 ", 38.3 , 1.1 ,
347,SC,South Carolina,2," 537,342 "," 7,030 "," 12,192 "," 1,819 ", 2.3 , 0.3 ," 31,646 "," 3,766 ", 5.9 , 0.7 ," 155,524 "," 7,371 ", 28.9 , 1.3 ," 129,295 "," 7,317 ", 24.1 , 1.3 ," 48,002 "," 4,115 ", 8.9 , 0.7 ," 101,285 "," 5,502 ", 18.8 , 1.0 ," 59,398 "," 4,258 ", 11.1 , 0.8 ," 493,504 "," 7,439 ", 91.8 , 0.7 ," 160,683 "," 6,468 ", 29.9 , 1.3 ,
348,SC,South Carolina,3," 534,772 "," 4,868 "," 23,598 "," 2,624 ", 4.4 , 0.5 ," 55,661 "," 4,384 ", 10.4 , 0.8 ," 167,914 "," 5,793 ", 31.4 , 1.0 ," 120,514 "," 5,529 ", 22.5 , 1.0 ," 55,599 "," 4,324 ", 10.4 , 0.8 ," 70,623 "," 5,115 ", 13.2 , 0.9 ," 40,863 "," 3,254 ", 7.6 , 0.6 ," 455,513 "," 7,097 ", 85.2 , 0.9 ," 111,486 "," 5,920 ", 20.8 , 1.1 ,
349,SC,South Carolina,4," 533,533 "," 6,329 "," 14,123 "," 2,291 ", 2.6 , 0.4 ," 40,243 "," 3,860 ", 7.5 , 0.7 ," 144,256 "," 5,813 ", 27.0 , 1.0 ," 119,282 "," 5,792 ", 22.4 , 1.0 ," 51,575 "," 3,548 ", 9.7 , 0.6 ," 109,232 "," 5,026 ", 20.5 , 0.9 ," 54,822 "," 3,169 ", 10.3 , 0.6 ," 479,167 "," 7,178 ", 89.8 , 0.8 ," 164,054 "," 5,809 ", 30.7 , 1.1 ,
350,SC,South Carolina,5," 552,247 "," 4,381 "," 16,054 "," 2,279 ", 2.9 , 0.4 ," 52,868 "," 4,115 ", 9.6 , 0.8 ," 175,909 "," 6,959 ", 31.9 , 1.2 ," 129,527 "," 5,907 ", 23.5 , 1.1 ," 54,597 "," 4,006 ", 9.9 , 0.7 ," 83,245 "," 4,532 ", 15.1 , 0.8 ," 40,047 "," 3,830 ", 7.3 , 0.7 ," 483,325 "," 6,544 ", 87.5 , 0.9 ," 123,292 "," 6,178 ", 22.3 , 1.1 ,
351,SC,South Carolina,6," 506,843 "," 10,563 "," 15,227 "," 2,274 ", 3.0 , 0.4 ," 53,208 "," 3,765 ", 10.5 , 0.7 ," 175,995 "," 8,149 ", 34.7 , 1.3 ," 126,565 "," 5,970 ", 25.0 , 1.1 ," 45,647 "," 4,702 ", 9.0 , 0.9 ," 60,929 "," 4,055 ", 12.0 , 0.8 ," 29,272 "," 2,757 ", 5.8 , 0.5 ," 438,408 "," 9,850 ", 86.5 , 0.8 ," 90,201 "," 4,908 ", 17.8 , 0.9 ,
352,SC,South Carolina,7," 571,428 "," 3,454 "," 18,426 "," 2,746 ", 3.2 , 0.5 ," 54,134 "," 4,032 ", 9.5 , 0.7 ," 200,743 "," 8,330 ", 35.1 , 1.4 ," 125,367 "," 6,266 ", 21.9 , 1.1 ," 58,464 "," 4,571 ", 10.2 , 0.8 ," 74,215 "," 5,175 ", 13.0 , 0.9 ," 40,079 "," 3,466 ", 7.0 , 0.6 ," 498,868 "," 5,423 ", 87.3 , 0.8 ," 114,294 "," 6,170 ", 20.0 , 1.1 ,
353,SD,South Dakota,At-large," 647,089 "," 2,674 "," 14,171 "," 1,871 ", 2.2 , 0.3 ," 37,075 "," 3,189 ", 5.7 , 0.5 ," 198,743 "," 6,063 ", 30.7 , 0.9 ," 144,419 "," 5,285 ", 22.3 , 0.8 ," 76,351 "," 4,480 ", 11.8 , 0.7 ," 125,006 "," 4,848 ", 19.3 , 0.7 ," 51,324 "," 3,619 ", 7.9 , 0.6 ," 595,843 "," 4,938 ", 92.1 , 0.6 ," 176,330 "," 5,874 ", 27.2 , 0.9 ,
354,TN,Tennessee,1," 563,918 "," 3,157 "," 25,317 "," 2,696 ", 4.5 , 0.5 ," 48,099 "," 4,236 ", 8.5 , 0.8 ," 212,285 "," 7,438 ", 37.6 , 1.3 ," 130,545 "," 5,748 ", 23.1 , 1.0 ," 39,878 "," 3,377 ", 7.1 , 0.6 ," 68,396 "," 4,596 ", 12.1 , 0.8 ," 39,398 "," 3,714 ", 7.0 , 0.7 ," 490,502 "," 5,811 ", 87.0 , 0.8 ," 107,794 "," 6,343 ", 19.1 , 1.1 ,
355,TN,Tennessee,2," 583,056 "," 3,129 "," 17,390 "," 2,370 ", 3.0 , 0.4 ," 39,983 "," 3,888 ", 6.9 , 0.7 ," 170,864 "," 6,693 ", 29.3 , 1.1 ," 138,825 "," 5,382 ", 23.8 , 0.9 ," 50,247 "," 3,997 ", 8.6 , 0.7 ," 103,401 "," 5,003 ", 17.7 , 0.9 ," 62,346 "," 3,610 ", 10.7 , 0.6 ," 525,683 "," 4,975 ", 90.2 , 0.8 ," 165,747 "," 6,341 ", 28.4 , 1.1 ,
356,TN,Tennessee,3," 571,456 "," 3,926 "," 20,499 "," 2,616 ", 3.6 , 0.5 ," 48,723 "," 3,972 ", 8.5 , 0.7 ," 182,887 "," 6,882 ", 32.0 , 1.2 ," 143,515 "," 5,956 ", 25.1 , 1.0 ," 48,676 "," 3,645 ", 8.5 , 0.6 ," 80,485 "," 3,961 ", 14.1 , 0.7 ," 46,671 "," 3,865 ", 8.2 , 0.7 ," 502,234 "," 5,400 ", 87.9 , 0.8 ," 127,156 "," 6,063 ", 22.3 , 1.1 ,
357,TN,Tennessee,4," 590,540 "," 4,743 "," 21,878 "," 2,877 ", 3.7 , 0.5 ," 49,220 "," 4,136 ", 8.3 , 0.7 ," 207,359 "," 7,327 ", 35.1 , 1.2 ," 142,942 "," 6,132 ", 24.2 , 1.0 ," 47,520 "," 4,474 ", 8.0 , 0.7 ," 85,399 "," 5,822 ", 14.5 , 1.0 ," 36,222 "," 3,427 ", 6.1 , 0.6 ," 519,442 "," 6,984 ", 88.0 , 0.9 ," 121,621 "," 6,709 ", 20.6 , 1.1 ,
358,TN,Tennessee,5," 563,797 "," 5,435 "," 13,155 "," 1,981 ", 2.3 , 0.3 ," 36,975 "," 3,634 ", 6.6 , 0.6 ," 136,097 "," 5,934 ", 24.1 , 1.0 ," 126,184 "," 6,015 ", 22.4 , 1.0 ," 35,464 "," 3,134 ", 6.3 , 0.6 ," 135,779 "," 5,423 ", 24.1 , 0.9 ," 80,143 "," 4,816 ", 14.2 , 0.9 ," 513,667 "," 6,343 ", 91.1 , 0.7 ," 215,922 "," 6,613 ", 38.3 , 1.1 ,
359,TN,Tennessee,6," 591,603 "," 3,690 "," 26,937 "," 3,124 ", 4.6 , 0.5 ," 43,027 "," 3,559 ", 7.3 , 0.6 ," 219,478 "," 6,169 ", 37.1 , 1.0 ," 132,632 "," 6,234 ", 22.4 , 1.0 ," 40,519 "," 3,085 ", 6.8 , 0.5 ," 85,377 "," 4,630 ", 14.4 , 0.8 ," 43,633 "," 3,328 ", 7.4 , 0.6 ," 521,639 "," 5,357 ", 88.2 , 0.7 ," 129,010 "," 5,523 ", 21.8 , 0.9 ,
360,TN,Tennessee,7," 578,288 "," 3,700 "," 17,582 "," 2,259 ", 3.0 , 0.4 ," 43,859 "," 3,203 ", 7.6 , 0.6 ," 180,146 "," 6,784 ", 31.2 , 1.2 ," 121,862 "," 6,161 ", 21.1 , 1.0 ," 45,543 "," 3,644 ", 7.9 , 0.6 ," 113,096 "," 5,248 ", 19.6 , 0.9 ," 56,200 "," 4,680 ", 9.7 , 0.8 ," 516,847 "," 5,196 ", 89.4 , 0.7 ," 169,296 "," 6,209 ", 29.3 , 1.1 ,
361,TN,Tennessee,8," 525,277 "," 4,889 "," 18,116 "," 2,513 ", 3.4 , 0.5 ," 42,833 "," 3,674 ", 8.2 , 0.7 ," 169,280 "," 5,738 ", 32.2 , 1.0 ," 122,651 "," 5,739 ", 23.3 , 1.1 ," 36,762 "," 3,206 ", 7.0 , 0.6 ," 83,897 "," 4,736 ", 16.0 , 0.9 ," 51,738 "," 3,743 ", 9.8 , 0.7 ," 464,328 "," 6,324 ", 88.4 , 0.8 ," 135,635 "," 5,276 ", 25.8 , 1.0 ,
362,TN,Tennessee,9," 507,231 "," 5,835 "," 14,189 "," 2,611 ", 2.8 , 0.5 ," 50,233 "," 4,662 ", 9.9 , 0.9 ," 166,751 "," 7,890 ", 32.9 , 1.6 ," 130,021 "," 7,351 ", 25.6 , 1.4 ," 29,313 "," 3,388 ", 5.8 , 0.7 ," 75,706 "," 4,873 ", 14.9 , 0.9 ," 41,018 "," 3,658 ", 8.1 , 0.7 ," 442,809 "," 7,275 ", 87.3 , 0.9 ," 116,724 "," 5,815 ", 23.0 , 1.1 ,
363,TX,Texas,1," 511,974 "," 4,743 "," 18,830 "," 2,297 ", 3.7 , 0.4 ," 46,087 "," 5,071 ", 9.0 , 1.0 ," 156,657 "," 7,420 ", 30.6 , 1.4 ," 145,772 "," 6,022 ", 28.5 , 1.2 ," 43,087 "," 3,507 ", 8.4 , 0.7 ," 67,560 "," 4,677 ", 13.2 , 0.9 ," 33,981 "," 3,144 ", 6.6 , 0.6 ," 447,057 "," 6,638 ", 87.3 , 1.1 ," 101,541 "," 5,668 ", 19.8 , 1.1 ,
364,TX,Texas,2," 520,180 "," 17,389 "," 11,793 "," 2,082 ", 2.3 , 0.4 ," 24,897 "," 3,957 ", 4.8 , 0.7 ," 110,070 "," 8,984 ", 21.2 , 1.4 ," 119,188 "," 7,807 ", 22.9 , 1.3 ," 39,555 "," 3,856 ", 7.6 , 0.7 ," 139,402 "," 7,049 ", 26.8 , 1.3 ," 75,275 "," 5,758 ", 14.5 , 1.1 ," 483,490 "," 16,388 ", 92.9 , 0.9 ," 214,677 "," 9,392 ", 41.3 , 1.6 ,
365,TX,Texas,3," 563,318 "," 7,999 "," 8,645 "," 1,700 ", 1.5 , 0.3 ," 14,975 "," 2,756 ", 2.7 , 0.5 ," 94,468 "," 5,586 ", 16.8 , 0.9 ," 128,087 "," 6,720 ", 22.7 , 1.1 ," 40,702 "," 3,781 ", 7.2 , 0.7 ," 179,942 "," 7,464 ", 31.9 , 1.2 ," 96,499 "," 5,402 ", 17.1 , 0.9 ," 539,698 "," 8,500 ", 95.8 , 0.6 ," 276,441 "," 8,842 ", 49.1 , 1.4 ,
366,TX,Texas,4," 543,354 "," 5,315 "," 12,838 "," 1,810 ", 2.4 , 0.3 ," 38,195 "," 3,082 ", 7.0 , 0.6 ," 185,066 "," 7,634 ", 34.1 , 1.3 ," 142,801 "," 5,951 ", 26.3 , 1.1 ," 44,708 "," 4,143 ", 8.2 , 0.8 ," 81,208 "," 4,449 ", 14.9 , 0.8 ," 38,538 "," 3,458 ", 7.1 , 0.6 ," 492,321 "," 5,775 ", 90.6 , 0.6 ," 119,746 "," 5,966 ", 22.0 , 1.1 ,
367,TX,Texas,5," 480,610 "," 7,387 "," 16,829 "," 2,022 ", 3.5 , 0.4 ," 46,937 "," 4,177 ", 9.8 , 0.9 ," 155,923 "," 6,151 ", 32.4 , 1.2 ," 130,104 "," 6,252 ", 27.1 , 1.2 ," 31,560 "," 3,345 ", 6.6 , 0.7 ," 65,144 "," 4,501 ", 13.6 , 0.9 ," 34,113 "," 3,127 ", 7.1 , 0.6 ," 416,844 "," 8,456 ", 86.7 , 1.0 ," 99,257 "," 5,105 ", 20.7 , 1.0 ,
368,TX,Texas,6," 554,709 "," 11,109 "," 13,154 "," 2,406 ", 2.4 , 0.4 ," 31,777 "," 3,399 ", 5.7 , 0.6 ," 147,335 "," 7,598 ", 26.6 , 1.2 ," 158,199 "," 9,006 ", 28.5 , 1.5 ," 48,151 "," 4,471 ", 8.7 , 0.8 ," 105,062 "," 6,953 ", 18.9 , 1.2 ," 51,031 "," 4,522 ", 9.2 , 0.8 ," 509,778 "," 10,682 ", 91.9 , 0.8 ," 156,093 "," 7,559 ", 28.1 , 1.4 ,
369,TX,Texas,7," 448,262 "," 17,967 "," 10,368 "," 2,246 ", 2.3 , 0.5 ," 19,913 "," 3,083 ", 4.4 , 0.7 ," 66,639 "," 7,211 ", 14.9 , 1.4 ," 99,713 "," 8,391 ", 22.2 , 1.4 ," 30,932 "," 4,210 ", 6.9 , 0.9 ," 138,442 "," 9,125 ", 30.9 , 1.7 ," 82,255 "," 6,299 ", 18.3 , 1.4 ," 417,981 "," 18,086 ", 93.2 , 0.8 ," 220,697 "," 10,154 ", 49.2 , 1.7 ,
370,TX,Texas,8," 584,039 "," 8,995 "," 17,410 "," 3,218 ", 3.0 , 0.5 ," 37,689 "," 3,727 ", 6.5 , 0.6 ," 155,417 "," 8,482 ", 26.6 , 1.4 ," 152,589 "," 8,284 ", 26.1 , 1.4 ," 44,233 "," 4,329 ", 7.6 , 0.7 ," 123,230 "," 7,489 ", 21.1 , 1.3 ," 53,471 "," 5,331 ", 9.2 , 0.9 ," 528,940 "," 8,823 ", 90.6 , 0.7 ," 176,701 "," 9,197 ", 30.3 , 1.5 ,
371,TX,Texas,9," 445,634 "," 16,319 "," 25,222 "," 3,592 ", 5.7 , 0.8 ," 39,474 "," 4,771 ", 8.9 , 1.0 ," 128,128 "," 9,452 ", 28.8 , 1.7 ," 119,357 "," 8,143 ", 26.8 , 1.6 ," 28,687 "," 4,093 ", 6.4 , 0.9 ," 68,378 "," 5,065 ", 15.3 , 1.1 ," 36,388 "," 4,241 ", 8.2 , 0.9 ," 380,938 "," 14,586 ", 85.5 , 1.2 ," 104,766 "," 6,658 ", 23.5 , 1.4 ,
372,TX,Texas,10," 593,629 "," 15,051 "," 16,790 "," 2,795 ", 2.8 , 0.5 ," 29,862 "," 3,775 ", 5.0 , 0.6 ," 127,610 "," 8,028 ", 21.5 , 1.1 ," 140,595 "," 7,979 ", 23.7 , 1.2 ," 40,149 "," 4,995 ", 6.8 , 0.8 ," 157,916 "," 7,679 ", 26.6 , 1.2 ," 80,707 "," 5,554 ", 13.6 , 0.9 ," 546,977 "," 15,046 ", 92.1 , 0.8 ," 238,623 "," 9,102 ", 40.2 , 1.3 ,
373,TX,Texas,11," 542,570 "," 6,851 "," 24,329 "," 3,419 ", 4.5 , 0.6 ," 53,711 "," 4,579 ", 9.9 , 0.8 ," 166,071 "," 6,997 ", 30.6 , 1.2 ," 146,282 "," 6,631 ", 27.0 , 1.2 ," 40,536 "," 3,685 ", 7.5 , 0.7 ," 80,036 "," 5,030 ", 14.8 , 0.9 ," 31,605 "," 2,949 ", 5.8 , 0.5 ," 464,530 "," 7,052 ", 85.6 , 1.0 ," 111,641 "," 5,856 ", 20.6 , 1.1 ,
374,TX,Texas,12," 572,411 "," 11,504 "," 15,056 "," 2,630 ", 2.6 , 0.5 ," 36,154 "," 4,089 ", 6.3 , 0.7 ," 163,838 "," 9,411 ", 28.6 , 1.4 ," 133,565 "," 6,702 ", 23.3 , 1.1 ," 47,514 "," 3,090 ", 8.3 , 0.5 ," 119,430 "," 5,415 ", 20.9 , 0.9 ," 56,854 "," 4,815 ", 9.9 , 0.8 ," 521,201 "," 11,066 ", 91.1 , 0.9 ," 176,284 "," 7,376 ", 30.8 , 1.2 ,
375,TX,Texas,13," 493,390 "," 5,774 "," 19,071 "," 2,139 ", 3.9 , 0.4 ," 42,072 "," 3,328 ", 8.5 , 0.6 ," 159,735 "," 5,403 ", 32.4 , 1.0 ," 134,726 "," 5,139 ", 27.3 , 1.0 ," 38,262 "," 2,888 ", 7.8 , 0.6 ," 69,190 "," 4,190 ", 14.0 , 0.9 ," 30,334 "," 2,599 ", 6.1 , 0.5 ," 432,247 "," 6,205 ", 87.6 , 0.9 ," 99,524 "," 4,953 ", 20.2 , 1.0 ,
376,TX,Texas,14," 532,153 "," 6,811 "," 16,459 "," 2,257 ", 3.1 , 0.4 ," 45,405 "," 4,226 ", 8.5 , 0.8 ," 155,103 "," 7,729 ", 29.1 , 1.3 ," 142,733 "," 7,191 ", 26.8 , 1.3 ," 46,284 "," 3,151 ", 8.7 , 0.6 ," 89,302 "," 5,912 ", 16.8 , 1.1 ," 36,867 "," 3,845 ", 6.9 , 0.7 ," 470,289 "," 7,581 ", 88.4 , 0.9 ," 126,169 "," 6,806 ", 23.7 , 1.3 ,
377,TX,Texas,15," 435,170 "," 10,959 "," 32,919 "," 3,305 ", 7.6 , 0.7 ," 50,370 "," 5,033 ", 11.6 , 1.1 ," 121,086 "," 7,005 ", 27.8 , 1.5 ," 112,675 "," 6,858 ", 25.9 , 1.3 ," 26,700 "," 2,702 ", 6.1 , 0.6 ," 64,097 "," 5,675 ", 14.7 , 1.3 ," 27,323 "," 3,027 ", 6.3 , 0.7 ," 351,881 "," 9,634 ", 80.9 , 1.3 ," 91,420 "," 6,623 ", 21.0 , 1.5 ,
378,TX,Texas,16," 458,940 "," 7,531 "," 32,928 "," 3,165 ", 7.2 , 0.7 ," 28,235 "," 3,331 ", 6.2 , 0.7 ," 109,917 "," 5,442 ", 24.0 , 1.1 ," 137,063 "," 6,173 ", 29.9 , 1.3 ," 39,493 "," 4,327 ", 8.6 , 0.9 ," 74,350 "," 4,477 ", 16.2 , 1.0 ," 36,954 "," 3,348 ", 8.1 , 0.7 ," 397,777 "," 8,240 ", 86.7 , 1.0 ," 111,304 "," 5,228 ", 24.3 , 1.1 ,
379,TX,Texas,17," 550,601 "," 9,229 "," 12,257 "," 1,796 ", 2.2 , 0.3 ," 38,144 "," 4,691 ", 6.9 , 0.8 ," 142,991 "," 7,599 ", 26.0 , 1.3 ," 155,411 "," 6,807 ", 28.2 , 1.1 ," 46,023 "," 4,213 ", 8.4 , 0.8 ," 102,303 "," 6,183 ", 18.6 , 1.0 ," 53,472 "," 3,817 ", 9.7 , 0.7 ," 500,200 "," 9,362 ", 90.8 , 0.9 ," 155,775 "," 7,316 ", 28.3 , 1.2 ,
380,TX,Texas,18," 480,387 "," 17,751 "," 25,920 "," 3,025 ", 5.4 , 0.6 ," 43,522 "," 4,888 ", 9.1 , 0.9 ," 141,147 "," 8,694 ", 29.4 , 1.4 ," 120,080 "," 9,087 ", 25.0 , 1.5 ," 29,586 "," 2,861 ", 6.2 , 0.6 ," 80,038 "," 4,733 ", 16.7 , 0.9 ," 40,094 "," 4,102 ", 8.3 , 0.8 ," 410,945 "," 15,799 ", 85.5 , 1.1 ," 120,132 "," 6,417 ", 25.0 , 1.2 ,
381,TX,Texas,19," 509,891 "," 4,649 "," 23,661 "," 2,382 ", 4.6 , 0.5 ," 46,951 "," 3,976 ", 9.2 , 0.8 ," 157,415 "," 5,892 ", 30.9 , 1.1 ," 139,405 "," 5,409 ", 27.3 , 1.0 ," 33,887 "," 3,319 ", 6.6 , 0.6 ," 75,497 "," 4,931 ", 14.8 , 1.0 ," 33,075 "," 2,865 ", 6.5 , 0.6 ," 439,279 "," 5,827 ", 86.2 , 0.9 ," 108,572 "," 5,720 ", 21.3 , 1.1 ,
382,TX,Texas,20," 549,483 "," 15,793 "," 27,712 "," 3,145 ", 5.0 , 0.5 ," 48,629 "," 4,670 ", 8.8 , 0.8 ," 157,025 "," 8,638 ", 28.6 , 1.3 ," 141,805 "," 7,885 ", 25.8 , 1.2 ," 47,680 "," 4,289 ", 8.7 , 0.8 ," 84,894 "," 5,656 ", 15.4 , 1.0 ," 41,738 "," 3,673 ", 7.6 , 0.6 ," 473,142 "," 13,654 ", 86.1 , 1.0 ," 126,632 "," 7,093 ", 23.0 , 1.2 ,
383,TX,Texas,21," 622,228 "," 13,955 "," 10,205 "," 1,823 ", 1.6 , 0.3 ," 26,047 "," 3,782 ", 4.2 , 0.6 ," 121,992 "," 7,061 ", 19.6 , 1.1 ," 157,308 "," 8,064 ", 25.3 , 1.2 ," 39,541 "," 3,466 ", 6.4 , 0.6 ," 173,724 "," 8,270 ", 27.9 , 1.2 ," 93,411 "," 6,203 ", 15.0 , 0.9 ," 585,976 "," 12,375 ", 94.2 , 0.6 ," 267,135 "," 10,410 ", 42.9 , 1.4 ,
384,TX,Texas,22," 577,164 "," 14,484 "," 15,242 "," 2,921 ", 2.6 , 0.5 ," 23,700 "," 2,758 ", 4.1 , 0.5 ," 115,783 "," 7,755 ", 20.1 , 1.2 ," 141,733 "," 9,535 ", 24.6 , 1.4 ," 42,643 "," 4,279 ", 7.4 , 0.7 ," 149,108 "," 8,767 ", 25.8 , 1.4 ," 88,955 "," 6,020 ", 15.4 , 1.0 ," 538,222 "," 14,653 ", 93.3 , 0.7 ," 238,063 "," 10,356 ", 41.2 , 1.6 ,
385,TX,Texas,23," 507,547 "," 12,255 "," 38,650 "," 3,955 ", 7.6 , 0.7 ," 53,003 "," 4,536 ", 10.4 , 0.9 ," 152,661 "," 8,211 ", 30.1 , 1.4 ," 120,113 "," 7,296 ", 23.7 , 1.2 ," 36,111 "," 4,200 ", 7.1 , 0.8 ," 67,459 "," 4,560 ", 13.3 , 0.8 ," 39,550 "," 3,268 ", 7.8 , 0.7 ," 415,894 "," 11,463 ", 81.9 , 1.1 ," 107,009 "," 5,749 ", 21.1 , 1.1 ,
386,TX,Texas,24," 503,766 "," 10,913 "," 8,057 "," 1,518 ", 1.6 , 0.3 ," 20,675 "," 2,638 ", 4.1 , 0.5 ," 90,158 "," 6,429 ", 17.9 , 1.1 ," 115,974 "," 6,433 ", 23.0 , 1.1 ," 41,621 "," 3,658 ", 8.3 , 0.8 ," 153,596 "," 7,025 ", 30.5 , 1.3 ," 73,685 "," 3,681 ", 14.6 , 0.7 ," 475,034 "," 10,245 ", 94.3 , 0.6 ," 227,281 "," 7,427 ", 45.1 , 1.3 ,
387,TX,Texas,25," 570,238 "," 11,587 "," 15,154 "," 2,002 ", 2.7 , 0.3 ," 34,531 "," 3,535 ", 6.1 , 0.6 ," 140,774 "," 6,626 ", 24.7 , 1.1 ," 140,900 "," 8,260 ", 24.7 , 1.2 ," 34,915 "," 3,526 ", 6.1 , 0.6 ," 127,533 "," 6,674 ", 22.4 , 1.0 ," 76,431 "," 5,103 ", 13.4 , 0.9 ," 520,553 "," 11,813 ", 91.3 , 0.6 ," 203,964 "," 8,500 ", 35.8 , 1.3 ,
388,TX,Texas,26," 605,249 "," 8,073 "," 9,183 "," 1,634 ", 1.5 , 0.3 ," 25,823 "," 3,460 ", 4.3 , 0.6 ," 114,186 "," 7,022 ", 18.9 , 1.1 ," 161,362 "," 7,697 ", 26.7 , 1.2 ," 42,384 "," 3,598 ", 7.0 , 0.6 ," 174,182 "," 8,003 ", 28.8 , 1.2 ," 78,129 "," 5,282 ", 12.9 , 0.9 ," 570,243 "," 8,217 ", 94.2 , 0.6 ," 252,311 "," 8,305 ", 41.7 , 1.2 ,
389,TX,Texas,27," 517,267 "," 6,497 "," 25,356 "," 2,584 ", 4.9 , 0.5 ," 50,656 "," 4,089 ", 9.8 , 0.8 ," 168,156 "," 6,687 ", 32.5 , 1.2 ," 137,109 "," 5,323 ", 26.5 , 1.0 ," 40,821 "," 3,248 ", 7.9 , 0.6 ," 64,258 "," 4,411 ", 12.4 , 0.8 ," 30,911 "," 2,894 ", 6.0 , 0.6 ," 441,255 "," 6,814 ", 85.3 , 0.9 ," 95,169 "," 5,350 ", 18.4 , 1.0 ,
390,TX,Texas,28," 434,305 "," 11,134 "," 35,638 "," 3,035 ", 8.2 , 0.7 ," 48,991 "," 4,374 ", 11.3 , 0.9 ," 126,697 "," 7,041 ", 29.2 , 1.3 ," 107,954 "," 6,009 ", 24.9 , 1.2 ," 35,198 "," 4,203 ", 8.1 , 0.9 ," 54,857 "," 4,875 ", 12.6 , 1.1 ," 24,970 "," 3,305 ", 5.7 , 0.8 ," 349,676 "," 10,295 ", 80.5 , 1.1 ," 79,827 "," 5,946 ", 18.4 , 1.4 ,
